Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-20621,13186773,GetOperationStatus called in resultset.next causing incremental slowness,prasanth_j,prasanth_j,Major,Closed,Fixed,22/Sep/18 00:42,17/Nov/22 08:54,
Bug,HIVE-20583,13185631,Use canonical hostname only for kerberos auth in HiveConnection,prasanth_j,prasanth_j,Major,Closed,Fixed,17/Sep/18 20:31,17/Nov/22 08:54,
Bug,HIVE-20582,13185624,Make hflush in hive proto logging configurable,prasanth_j,prasanth_j,Major,Closed,Fixed,17/Sep/18 19:58,17/Nov/22 08:54,
Bug,HIVE-20542,13184545,Incremental REPL DUMP progress information log message is incorrect.,ashutosh.bapat,sankarh,Minor,Closed,Fixed,12/Sep/18 08:38,17/Nov/22 08:55,
Bug,HIVE-20541,13184534,REPL DUMP on external table with add partition event throws NoSuchElementException.,sankarh,sankarh,Major,Closed,Fixed,12/Sep/18 06:12,17/Nov/22 08:55,
Bug,HIVE-20347,13177843,hive.optimize.sort.dynamic.partition should work with partitioned CTAS and MV,jcamacho,jcamacho,Major,Closed,Fixed,09/Aug/18 03:22,27/Feb/24 22:23,
Bug,HIVE-20281,13175882,SharedWorkOptimizer fails with 'operator cache contents and actual plan differ',jcamacho,ashutoshc,Critical,Closed,Fixed,31/Jul/18 16:16,27/Feb/24 22:23,
Bug,HIVE-20165,13171924,Enable ZLIB for streaming ingest,prasanth_j,prasanth_j,Major,Closed,Fixed,13/Jul/18 06:56,17/Nov/22 08:55,
Bug,HIVE-20147,13171571,Hive streaming ingest is contented on synchronized logging,prasanth_j,prasanth_j,Major,Closed,Fixed,11/Jul/18 23:20,17/Nov/22 08:55,
Bug,HIVE-20129,13170995,Revert to position based schema evolution for orc tables,prasanth_j,prasanth_j,Major,Closed,Fixed,09/Jul/18 22:28,17/Nov/22 08:54,
Bug,HIVE-20126,13170985,OrcInputFormat does not pass conf to orc reader options,prasanth_j,asreekumar,Critical,Closed,Fixed,09/Jul/18 21:51,21/Oct/22 06:59,
Bug,HIVE-20059,13169619,Hive streaming should try shade prefix unconditionally on exception,prasanth_j,prasanth_j,Major,Closed,Fixed,02/Jul/18 20:25,17/Nov/22 08:54,
Bug,HIVE-20038,13169293,Update queries on non-bucketed + partitioned tables throws NPE,prasanth_j,Kavan,Major,Closed,Fixed,29/Jun/18 23:46,25/Sep/24 11:22,
Bug,HIVE-20028,13168956,Metastore client cache config is used incorrectly,prasanth_j,prasanth_j,Major,Closed,Fixed,28/Jun/18 19:05,17/Nov/22 08:55,
Bug,HIVE-19983,13168133,Backport HIVE-19769 to branch-3,gates,gates,Major,Resolved,Fixed,25/Jun/18 19:35,10/Jul/18 17:46,
Bug,HIVE-19424,13157282,NPE In MetaDataFormatters,afan,belugabehr,Minor,Closed,Fixed,04/May/18 19:38,17/Nov/22 08:54,
Bug,HIVE-18871,13142800,hive on tez execution error due to set hive.aux.jars.path to hdfs://,qunyan,qunyan,Major,Closed,Fixed,06/Mar/18 09:51,17/Nov/22 08:55,06/Mar/18 00:00
Bug,HIVE-18767,13140098,Some alterPartitions invocations throw 'NumberFormatException: null',massdosage@gmail.com,yumwang,Major,Closed,Fixed,22/Feb/18 03:17,17/Nov/22 08:55,
